product_id,product_name,category,subcategory,cost_price
P0104,Classic Shirt 104,Electronics,Mobiles,19244.31
P0105,Wireless Headphones 105,Clothing,Kids,20831.16
P0106,Ultra Mixer 106,Home,Decor,3253.95
P0107,Smart Book 107,Books,Education,19111.99
P0108,Portable Mixer 108,Electronics,Laptops,42694.38
P0109,Wireless Lamp 109,Books,Comics,11088.17
P0110,Smart Mixer 110,Books,Education,16906.06
P0111,Classic Lamp 111,Books,Comics,45989.15
P0112,Smart Headphones 112,Electronics,Laptops,32191.07
P0113,Classic Phone 113,Clothing,Women,13118.79
P0114,Ultra Shoes 114,Home,Kitchen,16974.4
P0115,Modern Jacket 115,Books,Education,41770.31
P0116,Smart Shoes 116,Books,Fiction,11327.47
P0117,Smart Phone 117,Electronics,Accessories,47488.14
P0118,Classic Shirt 118,Clothing,Men,6442.12
P0119,Wireless Lamp 119,Electronics,Accessories,35018.33
P0120,Premium Laptop 120,Home,Kitchen,48241.33
P0121,Smart Jacket 121,Electronics,Accessories,28853.47
P0122,Wireless Headphones 122,Books,Education,29666.08
P0123,Portable Keyboard 123,Clothing,Men,30080.52
P0124,Smart Shoes 124,Electronics,Accessories,26707.35
P0125,Essential Phone 125,Home,Kitchen,42501.35
P0126,Modern Shoes 126,Books,Fiction,31833.92
P0127,Classic Mixer 127,Books,Comics,8930.43
P0128,Ultra Lamp 128,Home,Decor,21863.39
P0129,Wireless Headphones 129,Home,Furniture,14054.57
P0130,Ultra Book 130,Books,Fiction,30575.04
P0131,Smart Lamp 131,Books,Education,42570.0
P0132,Wireless Shoes 132,Clothing,Women,39921.94
P0133,Portable Chair 133,Home,Furniture,656.03
P0134,Wireless Mouse 134,Clothing,Men,20410.44
P0135,Ultra Keyboard 135,Clothing,Kids,35635.34
P0136,Premium Jacket 136,Books,Fiction,11196.58
P0137,Essential Lamp 137,Clothing,Women,27740.63
P0138,Essential Shoes 138,Home,Furniture,35187.32
P0139,Portable Shirt 139,Home,Furniture,6164.7
P0140,Premium Mouse 140,Clothing,Women,26862.82
P0141,Wireless Mouse 141,Clothing,Men,24287.3
P0142,Wireless Jacket 142,Home,Kitchen,11490.04
P0143,Smart Mouse 143,Clothing,Women,26776.63
P0144,Smart Chair 144,Home,Kitchen,14713.01
P0145,Ultra Headphones 145,Clothing,Kids,43655.08
P0146,Ultra Lamp 146,Home,Furniture,17134.19
P0147,Ultra Headphones 147,Electronics,Laptops,41132.46
P0148,Premium Book 148,Books,Education,31527.87
P0149,Classic Book 149,Electronics,Mobiles,47463.91
P0150,Premium Chair 150,Electronics,Mobiles,38257.51
P0151,Modern Lamp 151,Clothing,Kids,45438.94
P0152,Modern Jacket 152,Home,Decor,28496.18
P0153,Premium Shirt 153,Electronics,Accessories,31331.92
P0154,Premium Laptop 154,Home,Decor,12107.28
P0155,Smart Mixer 155,Electronics,Mobiles,22607.61
P0156,Smart Shirt 156,Books,Education,14512.03
P0157,Ultra Headphones 157,Home,Decor,34416.14
P0158,Wireless Mixer 158,Home,Decor,5871.6
P0159,Classic Jacket 159,Clothing,Kids,41357.56
P0160,Classic Jacket 160,Electronics,Mobiles,29812.95
P0161,Premium Lamp 161,Home,Furniture,34480.6
P0162,Ultra Lamp 162,Books,Education,4160.03
P0163,Essential Book 163,Electronics,Laptops,12630.84
P0164,Smart Keyboard 164,Electronics,Mobiles,41097.85
P0165,Ultra Chair 165,Electronics,Mobiles,32627.75
P0166,Modern Keyboard 166,Home,Kitchen,40740.11
P0167,Essential Mixer 167,Electronics,Laptops,16765.42
P0168,Essential Mixer 168,Electronics,Mobiles,34729.63
P0169,Modern Chair 169,Home,Decor,1979.35
P0170,Portable Shoes 170,Electronics,Laptops,5928.69
P0171,Smart Keyboard 171,Books,Comics,43487.97
P0172,Smart Shirt 172,Books,Education,25994.2
P0173,Ultra Phone 173,Books,Comics,10297.38
P0174,Ultra Mouse 174,Clothing,Women,24312.88
P0175,Wireless Mouse 175,Electronics,Accessories,8045.15
P0176,Modern Headphones 176,Electronics,Accessories,11351.33
P0177,Premium Keyboard 177,Electronics,Laptops,41632.34
P0178,Portable Chair 178,Books,Comics,35314.77
P0179,Ultra Shirt 179,Books,Education,22920.81
P0180,Wireless Book 180,Clothing,Women,25485.81
P0181,Portable Mixer 181,Clothing,Men,17092.78
P0182,Portable Mouse 182,Home,Kitchen,15033.01
P0183,Ultra Chair 183,Books,Fiction,24294.42
P0184,Modern Lamp 184,Home,Decor,46652.68
P0185,Wireless Book 185,Clothing,Kids,19241.1
P0186,Essential Mouse 186,Books,Fiction,23727.87
P0187,Classic Lamp 187,Books,Education,48246.5
P0188,Essential Headphones 188,Clothing,Kids,43728.39
P0189,Ultra Phone 189,Books,Fiction,36163.82
P0190,Classic Headphones 190,Books,Comics,23554.11
P0191,Modern Keyboard 191,Home,Furniture,4153.72
P0192,Modern Shoes 192,Home,Decor,31395.94
P0193,Smart Book 193,Books,Comics,3560.77
P0194,Premium Mixer 194,Home,Kitchen,48920.14
P0195,Classic Mouse 195,Electronics,Laptops,15078.38
P0196,Essential Phone 196,Electronics,Mobiles,14774.38
P0197,Classic Shirt 197,Home,Furniture,26628.64
P0198,Classic Headphones 198,Clothing,Men,30533.17
P0199,Wireless Lamp 199,Books,Comics,45654.53
P0200,Ultra Keyboard 200,Clothing,Men,12810.77
P0201,Smart Lamp 201,Home,Decor,45075.29
P0202,Ultra Shoes 202,Clothing,Men,49384.44
P0203,Modern Mouse 203,Home,Decor,12617.4
P0204,Modern Lamp 204,Home,Kitchen,5466.67
P0205,Essential Book 205,Books,Comics,14899.24
P0206,Modern Jacket 206,Home,Kitchen,553.68
P0207,Ultra Jacket 207,Electronics,Accessories,38820.69
P0208,Essential Shirt 208,Clothing,Kids,31885.4
P0209,Classic Keyboard 209,Home,Decor,4993.62
P0210,Ultra Phone 210,Electronics,Laptops,29041.75
P0211,Portable Shoes 211,Clothing,Men,37411.92
P0212,Classic Chair 212,Clothing,Men,43841.56
P0213,Portable Laptop 213,Home,Decor,12959.96
P0214,Essential Headphones 214,Books,Education,23496.32
P0215,Wireless Keyboard 215,Electronics,Mobiles,36252.2
P0216,Essential Headphones 216,Books,Comics,39565.5
P0217,Premium Lamp 217,Electronics,Laptops,18524.0
P0218,Modern Keyboard 218,Home,Decor,47023.55
P0219,Wireless Lamp 219,Electronics,Accessories,1397.48
P0220,Wireless Keyboard 220,Home,Decor,3301.37
P0221,Portable Keyboard 221,Books,Comics,20503.55
P0222,Smart Jacket 222,Clothing,Men,49796.98
P0223,Wireless Chair 223,Electronics,Mobiles,6912.85
P0224,Modern Book 224,Books,Education,37152.11
P0225,Premium Lamp 225,Clothing,Women,30840.26
P0226,Essential Shirt 226,Home,Kitchen,22252.65
P0227,Premium Keyboard 227,Clothing,Women,18461.65
P0228,Modern Jacket 228,Home,Kitchen,9611.96
P0229,Premium Keyboard 229,Electronics,Laptops,10723.47
P0230,Essential Shirt 230,Electronics,Mobiles,49442.72
P0231,Wireless Book 231,Clothing,Men,10915.17
P0232,Classic Book 232,Clothing,Women,291.35
P0233,Portable Laptop 233,Clothing,Men,5629.83
P0234,Smart Shoes 234,Electronics,Mobiles,39530.74
P0235,Essential Phone 235,Clothing,Kids,8836.17
P0236,Modern Chair 236,Electronics,Mobiles,5815.42
P0237,Ultra Shoes 237,Electronics,Laptops,25734.91
P0238,Wireless Book 238,Electronics,Laptops,2311.75
P0239,Smart Phone 239,Home,Furniture,49929.55
P0240,Premium Lamp 240,Books,Education,35663.21
P0241,Premium Shoes 241,Books,Fiction,30473.63
P0242,Portable Book 242,Electronics,Mobiles,31708.87
P0243,Portable Lamp 243,Home,Furniture,25351.72
P0244,Premium Keyboard 244,Books,Fiction,32598.2
P0245,Ultra Shirt 245,Clothing,Women,20778.61
P0246,Modern Mouse 246,Books,Education,4890.03
P0247,Portable Shoes 247,Books,Education,47686.59
P0248,Premium Headphones 248,Books,Fiction,4797.52
P0249,Essential Laptop 249,Electronics,Accessories,27885.08
P0250,Premium Mixer 250,Home,Decor,17776.86
P0251,Smart Jacket 251,Books,Comics,30080.44
P0252,Wireless Laptop 252,Home,Kitchen,32888.3
P0253,Essential Chair 253,Clothing,Men,18472.92
P0254,Wireless Mixer 254,Home,Decor,42280.98
P0255,Portable Phone 255,Electronics,Accessories,9143.74
P0256,Essential Phone 256,Home,Furniture,9193.07
P0257,Modern Headphones 257,Clothing,Kids,7222.45
P0258,Wireless Mixer 258,Electronics,Mobiles,21078.65
P0259,Essential Jacket 259,Home,Kitchen,36121.56
P0260,Classic Laptop 260,Electronics,Mobiles,37758.63
P0261,Premium Jacket 261,Electronics,Accessories,22239.18
P0262,Ultra Mixer 262,Books,Education,13767.37
P0263,Modern Headphones 263,Electronics,Laptops,14269.84
P0264,Portable Phone 264,Books,Comics,11142.84
P0265,Wireless Jacket 265,Electronics,Mobiles,47274.41
P0266,Portable Shoes 266,Clothing,Women,6131.22
P0267,Modern Laptop 267,Books,Comics,6589.91
P0268,Essential Headphones 268,Clothing,Kids,19944.0
P0269,Smart Lamp 269,Electronics,Laptops,46069.95
P0270,Modern Book 270,Home,Decor,20310.48
P0271,Premium Mixer 271,Books,Education,1189.7
P0272,Ultra Mouse 272,Home,Kitchen,46000.52
P0273,Premium Shirt 273,Electronics,Laptops,21868.47
P0274,Premium Mixer 274,Books,Comics,43545.64
P0275,Essential Laptop 275,Home,Kitchen,3957.51
P0276,Wireless Shoes 276,Electronics,Accessories,17652.32
P0277,Premium Laptop 277,Clothing,Men,12910.02
P0278,Classic Keyboard 278,Clothing,Kids,3906.36
P0279,Ultra Keyboard 279,Books,Education,46219.09
P0280,Essential Laptop 280,Home,Decor,22072.18
P0281,Portable Jacket 281,Books,Education,29632.27
P0282,Premium Jacket 282,Home,Decor,23167.86
P0283,Essential Jacket 283,Electronics,Mobiles,3975.04
P0284,Modern Lamp 284,Electronics,Accessories,29079.42
P0285,Wireless Shoes 285,Electronics,Laptops,30309.54
P0286,Ultra Headphones 286,Clothing,Men,40576.7
P0287,Premium Chair 287,Home,Decor,32359.44
P0288,Ultra Lamp 288,Electronics,Mobiles,26274.82
P0289,Essential Jacket 289,Clothing,Women,19462.72
P0290,Smart Keyboard 290,Home,Decor,32418.17
P0291,Premium Chair 291,Electronics,Laptops,33967.21
P0292,Classic Shoes 292,Home,Furniture,4212.87
P0293,Portable Keyboard 293,Clothing,Women,34969.23
P0294,Premium Jacket 294,Books,Fiction,28012.27
P0295,Premium Keyboard 295,Home,Kitchen,33572.23
P0296,Essential Jacket 296,Home,Kitchen,9136.11
P0297,Ultra Shirt 297,Clothing,Women,11443.17
P0298,Premium Jacket 298,Clothing,Men,42244.76
P0299,Smart Keyboard 299,Electronics,Accessories,16937.7
P0300,Modern Laptop 300,Clothing,Kids,8238.02
P0301,Ultra Phone 301,Clothing,Kids,20631.3
P0302,Portable Mouse 302,Clothing,Women,39222.45
P0303,Wireless Jacket 303,Clothing,Kids,48284.99
P0304,Essential Keyboard 304,Books,Fiction,47364.44
P0305,Portable Mixer 305,Books,Education,25219.9
P0306,Wireless Book 306,Books,Fiction,7049.17
P0307,Ultra Shoes 307,Home,Kitchen,27793.86
P0308,Premium Jacket 308,Electronics,Accessories,4331.17
P0309,Ultra Chair 309,Clothing,Women,7495.33
P0310,Wireless Lamp 310,Books,Fiction,44248.79
P0311,Smart Mixer 311,Electronics,Laptops,25175.05
P0312,Premium Shoes 312,Clothing,Women,11343.26
P0313,Essential Laptop 313,Home,Kitchen,7009.34
P0314,Classic Mouse 314,Home,Furniture,23535.14
P0315,Smart Jacket 315,Electronics,Mobiles,10900.39
P0316,Modern Headphones 316,Clothing,Kids,38842.21
P0317,Premium Phone 317,Clothing,Women,12036.21
P0318,Premium Lamp 318,Books,Fiction,29897.44
P0319,Wireless Mouse 319,Electronics,Accessories,7307.31
P0320,Essential Shirt 320,Books,Fiction,28597.59
P0321,Premium Chair 321,Clothing,Kids,48736.53
P0322,Smart Mixer 322,Electronics,Accessories,43685.57
P0323,Modern Shoes 323,Electronics,Accessories,12794.47
P0324,Premium Shoes 324,Electronics,Laptops,12170.13
P0325,Essential Laptop 325,Electronics,Accessories,2360.13
P0326,Classic Keyboard 326,Home,Decor,23311.45
P0327,Classic Laptop 327,Books,Comics,3295.56
P0328,Portable Shirt 328,Books,Fiction,2333.74
P0329,Essential Jacket 329,Clothing,Men,25841.87
P0330,Smart Keyboard 330,Books,Education,9676.51
P0331,Essential Jacket 331,Home,Kitchen,6355.08
P0332,Modern Mouse 332,Home,Furniture,22070.87
P0333,Classic Lamp 333,Books,Education,34649.61
P0334,Portable Headphones 334,Home,Decor,36395.0
P0335,Classic Chair 335,Electronics,Laptops,14794.26
P0336,Essential Keyboard 336,Electronics,Mobiles,14887.65
P0337,Modern Laptop 337,Books,Comics,34534.78
P0338,Smart Mouse 338,Home,Furniture,43521.35
P0339,Modern Jacket 339,Home,Decor,32027.55
P0340,Modern Shoes 340,Electronics,Mobiles,25727.34
P0341,Classic Book 341,Clothing,Men,33952.73
P0342,Classic Headphones 342,Books,Fiction,11914.37
P0343,Modern Book 343,Home,Furniture,1764.41
P0344,Ultra Shoes 344,Clothing,Kids,18694.87
P0345,Classic Chair 345,Electronics,Accessories,18442.45
P0346,Portable Shirt 346,Home,Decor,48031.92
P0347,Classic Lamp 347,Electronics,Accessories,25959.6
P0348,Portable Mouse 348,Electronics,Laptops,22396.71
P0349,Ultra Shirt 349,Home,Decor,6263.48
P0350,Classic Mouse 350,Electronics,Laptops,22338.79
P0351,Essential Keyboard 351,Electronics,Accessories,17469.15
P0352,Portable Jacket 352,Electronics,Accessories,42590.4
P0353,Wireless Headphones 353,Clothing,Women,49258.86
P0354,Ultra Phone 354,Clothing,Men,18140.69
P0355,Classic Book 355,Home,Furniture,44229.69
P0356,Modern Mouse 356,Electronics,Laptops,35985.65
P0357,Premium Laptop 357,Books,Education,48623.13
P0358,Ultra Keyboard 358,Electronics,Laptops,25940.4
P0359,Classic Laptop 359,Clothing,Kids,21716.02
P0360,Classic Jacket 360,Electronics,Mobiles,8358.16
P0361,Wireless Shoes 361,Home,Decor,47382.03
P0362,Portable Shirt 362,Home,Kitchen,31807.6
P0363,Portable Book 363,Home,Kitchen,26743.88
P0364,Classic Laptop 364,Clothing,Kids,32987.83
P0365,Smart Phone 365,Home,Decor,4198.96
P0366,Wireless Book 366,Home,Decor,20916.85
P0367,Portable Keyboard 367,Electronics,Laptops,47839.01
P0368,Modern Jacket 368,Books,Fiction,22759.18
P0369,Ultra Mixer 369,Electronics,Mobiles,24289.92
P0370,Classic Shoes 370,Clothing,Women,43095.03
P0371,Essential Mixer 371,Home,Decor,6668.69
P0372,Premium Shoes 372,Home,Decor,12200.63
P0373,Ultra Shirt 373,Electronics,Laptops,7172.75
P0374,Modern Book 374,Electronics,Laptops,20994.02
P0375,Essential Shirt 375,Clothing,Women,38191.6
P0376,Ultra Lamp 376,Books,Comics,43971.92
P0377,Premium Mixer 377,Books,Fiction,25346.41
P0378,Essential Phone 378,Clothing,Men,2669.44
P0379,Ultra Jacket 379,Books,Comics,26904.03
P0380,Classic Jacket 380,Electronics,Laptops,36416.28
P0381,Smart Mixer 381,Books,Education,2700.21
P0382,Portable Headphones 382,Clothing,Women,19409.49
P0383,Portable Book 383,Books,Comics,34067.87
P0384,Premium Mixer 384,Electronics,Mobiles,18753.94
P0385,Essential Laptop 385,Home,Decor,10073.04
P0386,Smart Phone 386,Books,Comics,2089.86
P0387,Ultra Laptop 387,Home,Furniture,30372.09
P0388,Essential Laptop 388,Clothing,Women,19738.79
P0389,Essential Chair 389,Home,Decor,41440.23
P0390,Portable Lamp 390,Books,Comics,40815.08
P0391,Premium Mixer 391,Home,Furniture,29247.55
P0392,Ultra Jacket 392,Electronics,Accessories,48358.47
P0393,Smart Book 393,Clothing,Kids,24100.37
P0394,Wireless Phone 394,Books,Fiction,28692.63
P0395,Smart Lamp 395,Electronics,Mobiles,15787.57
P0396,Wireless Mixer 396,Clothing,Women,25165.7
P0397,Smart Mouse 397,Books,Comics,7033.41
P0398,Essential Keyboard 398,Clothing,Kids,23996.79
P0399,Classic Lamp 399,Books,Education,45619.39
P0400,Essential Keyboard 400,Home,Decor,38633.69
P0401,Ultra Shirt 401,Home,Decor,47873.27
P0402,Portable Shirt 402,Home,Decor,47083.05
P0403,Wireless Mouse 403,Home,Furniture,35293.66
P0404,Essential Chair 404,Home,Furniture,46694.96
P0405,Premium Book 405,Home,Furniture,33879.62
P0406,Essential Laptop 406,Books,Education,14629.06
P0407,Premium Shoes 407,Home,Decor,46211.88
P0408,Ultra Shirt 408,Home,Decor,10223.09
P0409,Portable Laptop 409,Home,Decor,5594.95
P0410,Smart Keyboard 410,Clothing,Men,45273.43
P0411,Wireless Phone 411,Clothing,Kids,5144.87
P0412,Ultra Headphones 412,Home,Decor,34107.42
P0413,Classic Mixer 413,Clothing,Men,32696.71
P0414,Wireless Jacket 414,Books,Education,16160.21
P0415,Wireless Chair 415,Electronics,Mobiles,36973.52
P0416,Modern Laptop 416,Electronics,Mobiles,46706.04
P0417,Ultra Laptop 417,Electronics,Laptops,46839.95
P0418,Smart Jacket 418,Home,Kitchen,28462.9
P0419,Portable Lamp 419,Electronics,Laptops,49456.61
P0420,Ultra Jacket 420,Books,Fiction,9761.65
P0421,Classic Mouse 421,Electronics,Laptops,23026.89
P0422,Classic Phone 422,Home,Decor,36870.4
P0423,Wireless Laptop 423,Home,Decor,30606.08
P0424,Essential Headphones 424,Books,Education,20131.54
P0425,Classic Lamp 425,Electronics,Mobiles,16281.54
P0426,Portable Mixer 426,Clothing,Men,11890.73
P0427,Portable Book 427,Home,Furniture,36185.69
P0428,Essential Mouse 428,Electronics,Laptops,11929.68
P0429,Portable Laptop 429,Electronics,Laptops,20360.02
P0430,Premium Keyboard 430,Home,Decor,45819.1
P0431,Wireless Shirt 431,Home,Furniture,47874.42
P0432,Ultra Mouse 432,Books,Fiction,49443.57
P0433,Ultra Chair 433,Home,Furniture,40129.45
P0434,Premium Chair 434,Clothing,Men,22420.39
P0435,Premium Phone 435,Home,Kitchen,41464.39
P0436,Classic Laptop 436,Clothing,Kids,16506.66
P0437,Wireless Mouse 437,Books,Fiction,29219.91
P0438,Ultra Phone 438,Electronics,Accessories,22753.6
P0439,Smart Chair 439,Books,Education,23199.56
P0440,Smart Mixer 440,Home,Decor,12834.69
P0441,Wireless Book 441,Electronics,Accessories,3790.52
P0442,Premium Chair 442,Books,Education,49707.06
P0443,Smart Jacket 443,Electronics,Laptops,20532.02
P0444,Modern Shoes 444,Clothing,Kids,49643.9
P0445,Modern Mixer 445,Books,Education,4150.46
P0446,Essential Headphones 446,Clothing,Kids,9046.91
P0447,Classic Mouse 447,Books,Comics,48939.41
P0448,Portable Lamp 448,Electronics,Mobiles,33723.97
P0449,Modern Shirt 449,Books,Comics,12488.48
P0450,Portable Shirt 450,Home,Kitchen,46879.91
P0451,Modern Book 451,Electronics,Mobiles,38337.77
P0452,Wireless Headphones 452,Electronics,Mobiles,5179.7
P0453,Smart Shirt 453,Electronics,Laptops,37065.97
P0454,Wireless Chair 454,Books,Education,10980.87
P0455,Portable Shirt 455,Electronics,Mobiles,40816.94
P0456,Essential Shirt 456,Home,Decor,15192.96
P0457,Wireless Mixer 457,Clothing,Kids,15129.97
P0458,Classic Keyboard 458,Electronics,Accessories,33985.69
P0459,Essential Keyboard 459,Books,Fiction,33616.42
P0460,Modern Mixer 460,Home,Decor,7588.5
P0461,Ultra Shirt 461,Books,Fiction,42489.65
P0462,Classic Lamp 462,Home,Decor,45749.85
P0463,Classic Mixer 463,Books,Education,12256.5
P0464,Premium Lamp 464,Clothing,Women,42379.6
P0465,Wireless Phone 465,Electronics,Accessories,13532.81
P0466,Wireless Book 466,Electronics,Mobiles,36256.62
P0467,Wireless Shoes 467,Clothing,Women,15263.92
P0468,Wireless Mouse 468,Electronics,Mobiles,5998.21
P0469,Wireless Mixer 469,Books,Fiction,45769.05
P0470,Modern Lamp 470,Home,Furniture,26752.46
P0471,Portable Shoes 471,Home,Furniture,25713.9
P0472,Premium Mouse 472,Books,Education,23554.1
P0473,Essential Shoes 473,Home,Kitchen,20784.42
P0474,Classic Phone 474,Clothing,Kids,13149.59
P0475,Classic Shirt 475,Books,Education,16593.78
P0476,Wireless Lamp 476,Books,Comics,27599.53
P0477,Ultra Mouse 477,Home,Furniture,32138.47
P0478,Classic Mouse 478,Books,Education,39779.53
P0479,Ultra Laptop 479,Clothing,Men,45857.43
P0480,Smart Headphones 480,Electronics,Accessories,47267.63
P0481,Modern Laptop 481,Electronics,Mobiles,42150.85
P0482,Classic Phone 482,Clothing,Men,11053.18
P0483,Smart Book 483,Books,Education,31940.77
P0484,Ultra Phone 484,Books,Comics,479.63
P0485,Smart Chair 485,Books,Fiction,36151.31
P0486,Modern Laptop 486,Home,Kitchen,5484.77
P0487,Classic Shirt 487,Electronics,Accessories,9717.81
P0488,Portable Mixer 488,Home,Furniture,4089.11
P0489,Wireless Mouse 489,Books,Education,11408.98
P0490,Smart Headphones 490,Electronics,Accessories,20353.12
P0491,Ultra Phone 491,Books,Comics,31891.89
P0492,Ultra Mixer 492,Clothing,Men,32298.63
P0493,Premium Chair 493,Home,Decor,45969.74
P0494,Ultra Jacket 494,Clothing,Men,2471.11
P0495,Portable Chair 495,Electronics,Accessories,28240.97
P0496,Essential Phone 496,Electronics,Mobiles,48079.24
P0497,Modern Headphones 497,Clothing,Kids,15068.95
P0498,Modern Keyboard 498,Clothing,Kids,44841.81
P0499,Classic Mouse 499,Home,Furniture,36249.55
P0500,Premium Mixer 500,Home,Kitchen,11722.38
